20110112,fjwiki,fjwiki/20110112,stub|7z|bz2
20110111,fjwiktionary,fjwiktionary/20110111,stub|7z|bz2
20100813,flaggedrevs_labswikimedia,flaggedrevs_labswikimedia/20100813,stub|7z|bz2
20100813,foundationwiki,foundationwiki/20100813,stub|7z|bz2
20100813,fowiki,fowiki/20100813,stub|7z|bz2
20100813,fowikisource,fowikisource/20100813,stub|7z|bz2
20110111,fowiktionary,fowiktionary/20110111,stub|7z|bz2
20100813,frpwiki,frpwiki/20100813,stub|7z|bz2
20110111,frrwiki,frrwiki/20110111,stub|7z|bz2
20110113,frwiki,frwiki/20110112,stub|7z|bz2
20110112,frwikibooks,frwikibooks/20110112,stub|7z|bz2
20100812,frwikinews,frwikinews/20100812,stub|7z|bz2
20100816,frwikiquote,frwikiquote/20100816,stub|7z|bz2
20100815,frwikisource,frwikisource/20100815,stub|7z|bz2
20100813,frwikiversity,frwikiversity/20100813,stub|7z|bz2
20100815,frwiktionary,frwiktionary/20100815,stub
20100812,furwiki,furwiki/20100812,stub|7z|bz2
20100812,fywiki,fywiki/20100812,stub|7z|bz2
20100816,fywikibooks,fywikibooks/20100816,stub|7z|bz2
20110110,fywiktionary,fywiktionary/20110110,stub|7z|bz2
20110111,ganwiki,ganwiki/20110111,stub|7z|bz2
20110111,gawiki,gawiki/20110111,stub|7z|bz2
20100816,gawikibooks,gawikibooks/20100816,stub|7z|bz2
20100816,gawiktionary,gawiktionary/20100816,stub|7z|bz2
20100812,gdwiki,gdwiki/20100812,stub|7z|bz2
20100816,gdwiktionary,gdwiktionary/20100816,stub|7z|bz2
20100816,glkwiki,glkwiki/20100816,stub|7z|bz2
20100814,glwiki,glwiki/20100814,stub|7z|bz2
20110112,glwikibooks,glwikibooks/20110112,stub|7z|bz2
20110112,glwikiquote,glwikiquote/20110112,stub|7z|bz2
20100816,glwikisource,glwikisource/20100816,stub|7z|bz2
20100812,glwiktionary,glwiktionary/20100812,stub|7z|bz2
20100816,gnwiki,gnwiki/20100816,stub|7z|bz2
20100816,gnwikibooks,gnwikibooks/20100816,stub|7z|bz2
20100814,gnwiktionary,gnwiktionary/20100814,stub|7z|bz2
20100813,gotwiki,gotwiki/20100813,stub|7z|bz2
20100815,gotwikibooks,gotwikibooks/20100815,stub|7z|bz2
20110112,guwiki,guwiki/20110112,stub|7z|bz2
20101102,guwikibooks,guwikibooks/20101102,stub|7z|bz2,locked
20100813,guwikiquote,guwikiquote/20100813,stub|7z|bz2
20110111,guwiktionary,guwiktionary/20110111,stub|7z|bz2
20100812,gvwiki,gvwiki/20100812,stub|7z|bz2
20110111,gvwiktionary,gvwiktionary/20110111,stub|7z|bz2
20100816,hakwiki,hakwiki/20100816,stub|7z|bz2
20100813,hawiki,hawiki/20100813,stub|7z|bz2
20100814,hawiktionary,hawiktionary/20100814,stub|7z|bz2
20110111,hawwiki,hawwiki/20110111,stub|7z|bz2
20100816,hewiki,hewiki/20100816,stub|7z|bz2
20110111,hewikibooks,hewikibooks/20110111,stub|7z|bz2
20110111,hewikinews,hewikinews/20110111,stub|7z|bz2
20110112,hewikiquote,hewikiquote/20110112,stub|7z|bz2
20110111,hewikisource,hewikisource/20110111,stub|7z|bz2
20110112,hewiktionary,hewiktionary/20110112,stub|7z|bz2
20110112,hifwiki,hifwiki/20110112,stub|7z|bz2
20100813,hiwiki,hiwiki/20100813,stub|7z|bz2
20110112,hiwikibooks,hiwikibooks/20110112,stub|7z|bz2
20101102,hiwikiquote,hiwikiquote/20101102,stub|7z|bz2
20101102,hiwiktionary,hiwiktionary/20101102,stub|7z|bz2
20110112,howiki,howiki/20110112,stub|7z|bz2,locked
20100816,hrwiki,hrwiki/20100816,stub|7z|bz2
20110111,hrwikibooks,hrwikibooks/20110111,stub|7z|bz2
20110112,hrwikiquote,hrwikiquote/20110112,stub|7z|bz2
20110112,hrwikisource,hrwikisource/20110112,stub|7z|bz2
20110112,hrwiktionary,hrwiktionary/20110112,stub|7z|bz2
20110112,hsbwiki,hsbwiki/20110112,stub|7z|bz2
20100815,hsbwiktionary,hsbwiktionary/20100815,stub|7z|bz2
20110112,htwiki,htwiki/20110112,stub|7z|bz2
20110111,htwikisource,htwikisource/20110111,stub|7z|bz2,locked
20100812,huwiki,huwiki/20100812,stub|7z|bz2
20110112,huwikibooks,huwikibooks/20110112,stub|7z|bz2
20110112,huwikinews,huwikinews/20110112,stub|7z|bz2
20110111,huwikiquote,huwikiquote/20110111,stub|7z|bz2
20110111,huwikisource,huwikisource/20110111,stub|7z|bz2
20100816,huwiktionary,huwiktionary/20100816,stub|7z|bz2
20110111,hywiki,hywiki/20110111,stub|7z|bz2
20110111,hywikibooks,hywikibooks/20110111,stub|7z|bz2
20110111,hywikiquote,hywikiquote/20110111,stub|7z|bz2
20100815,hywikisource,hywikisource/20100815,stub|7z|bz2
20110111,hywiktionary,hywiktionary/20110111,stub|7z|bz2
20110111,hzwiki,hzwiki/20110111,stub|7z|bz2,locked
20110112,iawiki,iawiki/20110112,stub|7z|bz2
20110112,iawikibooks,iawikibooks/20110112,stub|7z|bz2
20100816,iawiktionary,iawiktionary/20100816,stub|7z|bz2
20100814,idwiki,idwiki/20100814,stub|7z|bz2
20110111,idwikibooks,idwikibooks/20110111,stub|7z|bz2
20100816,idwikiquote,idwikiquote/20100816,stub|7z|bz2
20100816,idwikisource,idwikisource/20100816,stub|7z|bz2
20100816,idwiktionary,idwiktionary/20100816,stub|7z|bz2
20100816,iewiki,iewiki/20100816,stub|7z|bz2
20100816,iewikibooks,iewikibooks/20100816,stub|7z|bz2
20100816,iewiktionary,iewiktionary/20100816,stub|7z|bz2
20100816,igwiki,igwiki/20100816,stub|7z|bz2
20110111,iiwiki,iiwiki/20110111,stub|7z|bz2
20100816,ikwiki,ikwiki/20100816,stub|7z|bz2
20100816,ikwiktionary,ikwiktionary/20100816,stub|7z|bz2
20110110,ilowiki,ilowiki/20110110,stub|7z|bz2
20110111,incubatorwiki,incubatorwiki/20110111,stub|7z|bz2
20110111,iowiki,iowiki/20110111,stub|7z|bz2
20100816,iowiktionary,iowiktionary/20100816,stub|7z|bz2
20100815,iswiki,iswiki/20100815,stub|7z|bz2
20110111,iswikibooks,iswikibooks/20110111,stub|7z|bz2
20100816,iswikiquote,iswikiquote/20100816,stub|7z|bz2
20100815,iswikisource,iswikisource/20100815,stub|7z|bz2
20100815,iswiktionary,iswiktionary/20100815,stub|7z|bz2
20101103,itwiki,itwiki/20101103,stub|7z|bz2
20100816,itwikibooks,itwikibooks/20100816,stub|7z|bz2
20100816,itwikinews,itwikinews/20100816,stub|7z|bz2
20100816,itwikiquote,itwikiquote/20100816,stub|7z|bz2
20100816,itwikisource,itwikisource/20100816,stub|7z|bz2
20100815,itwikiversity,itwikiversity/20100815,stub|7z|bz2
20100816,itwiktionary,itwiktionary/20100816,stub|7z|bz2
20100815,iuwiki,iuwiki/20100815,stub|7z|bz2
20100815,iuwiktionary,iuwiktionary/20100815,stub|7z|bz2
20100812,jawiki,jawiki/20100812,stub|7z|bz2
20100814,jawikibooks,jawikibooks/20100814,stub|7z|bz2
20100813,jawikinews,jawikinews/20100813,stub|7z|bz2
20100815,jawikiquote,jawikiquote/20100815,stub|7z|bz2
20100814,jawikisource,jawikisource/20100814,stub|7z|bz2
20110112,jawikiversity,jawikiversity/20110112,stub|7z|bz2
20100813,jawiktionary,jawiktionary/20100813,stub|7z|bz2
20101102,jbowiki,jbowiki/20101102,stub|7z|bz2
20100815,jbowiktionary,jbowiktionary/20100815,stub|7z|bz2
20110112,jvwiki,jvwiki/20110112,stub|7z|bz2
20100815,jvwiktionary,jvwiktionary/20100815,stub|7z|bz2
20101102,kaawiki,kaawiki/20101102,stub|7z|bz2
20100816,kabwiki,kabwiki/20100816,stub|7z|bz2
20100815,kawiki,kawiki/20100815,stub|7z|bz2
20100815,kawikibooks,kawikibooks/20100815,stub|7z|bz2
20100815,kawikiquote,kawikiquote/20100815,stub|7z|bz2
20100813,kawiktionary,kawiktionary/20100813,stub|7z|bz2
20100816,kgwiki,kgwiki/20100816,stub|7z|bz2
20100816,kiwiki,kiwiki/20100816,stub|7z|bz2
20100816,kkwiki,kkwiki/20100816,stub|7z|bz2
20100816,kkwikibooks,kkwikibooks/20100816,stub|7z|bz2
20110111,kkwikiquote,kkwikiquote/20110111,stub|7z|bz2
20110112,kkwiktionary,kkwiktionary/20110112,stub|7z|bz2
20101102,klwiki,klwiki/20101102,stub|7z|bz2
20101102,klwiktionary,klwiktionary/20101102,stub|7z|bz2
20101102,kmwiki,kmwiki/20101102,stub|7z|bz2
20101102,kmwikibooks,kmwikibooks/20101102,stub|7z|bz2
20101102,kmwiktionary,kmwiktionary/20101102,stub|7z|bz2
20100812,knwiki,knwiki/20100812,stub|7z|bz2
20110111,knwikibooks,knwikibooks/20110111,stub|7z|bz2
20101102,knwikiquote,knwikiquote/20101102,stub|7z|bz2
20100813,knwikisource,knwikisource/20100813,stub|7z|bz2
20100812,knwiktionary,knwiktionary/20100812,stub|7z|bz2
20110111,koiwiki,koiwiki/20110111,stub|7z|bz2
20100812,kowiki,kowiki/20100812,stub|7z|bz2
20100812,kowikibooks,kowikibooks/20100812,stub|7z|bz2
20110111,kowikinews,kowikinews/20110111,stub|7z|bz2
20100812,kowikiquote,kowikiquote/20100812,stub|7z|bz2
20110110,kowikisource,kowikisource/20110110,stub|7z|bz2
20100813,kowiktionary,kowiktionary/20100813,stub|7z|bz2
20100815,krcwiki,krcwiki/20100815,stub|7z|bz2
20100813,krwiki,krwiki/20100813,stub|7z|bz2,locked
20100813,krwikiquote,krwikiquote/20100813,stub|7z|bz2,locked
20100812,kshwiki,kshwiki/20100812,stub|7z|bz2
20100813,kswiki,kswiki/20100813,stub|7z|bz2
20100813,kswikibooks,kswikibooks/20100813,stub|7z|bz2,locked
20100813,kswikiquote,kswikiquote/20100813,stub|7z|bz2,locked
20100815,kswiktionary,kswiktionary/20100815,stub|7z|bz2
20100814,kuwiki,kuwiki/20100814,stub|7z|bz2
20100816,kuwikibooks,kuwikibooks/20100816,stub|7z|bz2
20100816,kuwikiquote,kuwikiquote/20100816,stub|7z|bz2
20100814,kuwiktionary,kuwiktionary/20100814,stub|7z|bz2
20100815,kvwiki,kvwiki/20100815,stub|7z|bz2
20100816,kwwiki,kwwiki/20100816,stub|7z|bz2
20100815,kwwikiquote,kwwikiquote/20100815,stub|7z|bz2
20100815,kwwiktionary,kwwiktionary/20100815,stub|7z|bz2
20100815,kywiki,kywiki/20100815,stub|7z|bz2
20100815,kywikibooks,kywikibooks/20100815,stub|7z|bz2
20100815,kywikiquote,kywikiquote/20100815,stub|7z|bz2
20100815,kywiktionary,kywiktionary/20100815,stub|7z|bz2
20100815,ladwiki,ladwiki/20100815,stub|7z|bz2
20100816,lawiki,lawiki/20100816,stub|7z|bz2
20100815,lawikibooks,lawikibooks/20100815,stub|7z|bz2
20100813,lawikiquote,lawikiquote/20100813,stub|7z|bz2
20100815,lawikisource,lawikisource/20100815,stub|7z|bz2
20100815,lawiktionary,lawiktionary/20100815,stub|7z|bz2
20100816,lbewiki,lbewiki/20100816,stub|7z|bz2
20100813,lbwiki,lbwiki/20100813,stub|7z|bz2
20100815,lbwikiquote,lbwikiquote/20100815,stub|7z|bz2
20100816,lbwiktionary,lbwiktionary/20100816,stub|7z|bz2
20100816,lgwiki,lgwiki/20100816,stub|7z|bz2
20100816,lijwiki,lijwiki/20100816,stub|7z|bz2
20100703,liquidthreads_labswikimedia,liquidthreads_labswikimedia/20100703,stub|7z|bz2
20100816,liwiki,liwiki/20100816,stub|7z|bz2
20100815,liwikiquote,liwikiquote/20100815,stub|7z|bz2
20100815,liwikisource,liwikisource/20100815,stub|7z|bz2
20100816,liwiktionary,liwiktionary/20100816,stub|7z|bz2
20100816,lmowiki,lmowiki/20100816,stub|7z|bz2
20100816,lnwiki,lnwiki/20100816,stub|7z|bz2
20100816,lnwikibooks,lnwikibooks/20100816,stub|7z|bz2
20100816,lnwiktionary,lnwiktionary/20100816,stub|7z|bz2
,locked
20100816,lowiki,lowiki/20100816,stub|7z|bz2
20100816,lowiktionary,lowiktionary/20100816,stub|7z|bz2
20100815,ltwiki,ltwiki/20100815,stub|7z|bz2
20100816,ltwikibooks,ltwikibooks/20100816,stub|7z|bz2
20100816,ltwikiquote,ltwikiquote/20100816,stub|7z|bz2
20100816,ltwikisource,ltwikisource/20100816,stub|7z|bz2
20100815,ltwiktionary,ltwiktionary/20100815,stub|7z|bz2
20110110,lvwiki,lvwiki/20110110,stub|7z|bz2
20110112,lvwiktionary,lvwiktionary/20110112,stub|7z|bz2
20100813,map_bmswiki,map_bmswiki/20100813,stub|7z|bz2
20100815,mdfwiki,mdfwiki/20100815,stub|7z|bz2
20100815,mediawikiwiki,mediawikiwiki/20100815,stub|7z|bz2
20100812,metawiki,metawiki/20100812,stub|7z|bz2
20100813,mgwiki,mgwiki/20100813,stub|7z|bz2
20100813,mgwikibooks,mgwikibooks/20100813,stub|7z|bz2
20100815,mgwiktionary,mgwiktionary/20100815,stub|7z|bz2
20110111,mhrwiki,mhrwiki/20110111,stub|7z|bz2
20100815,miwiki,miwiki/20100815,stub|7z|bz2
20100815,miwikibooks,miwikibooks/20100815,stub|7z|bz2
20100814,miwiktionary,miwiktionary/20100814,stub|7z|bz2
20100813,mkwiki,mkwiki/20100813,stub|7z|bz2
20100815,mkwikibooks,mkwikibooks/20100815,stub|7z|bz2
20110111,mkwikimedia,mkwikimedia/20110111,stub|7z|bz2
20100816,mkwikisource,mkwikisource/20100816,stub|7z|bz2
20100815,mkwiktionary,mkwiktionary/20100815,stub|7z|bz2
20110128,mlwiki,mlwiki/20110128,stub|bz2
20100814,mlwikibooks,mlwikibooks/20100814,stub|7z|bz2
20100815,mlwikiquote,mlwikiquote/20100815,stub|7z|bz2
20100815,mlwikisource,mlwikisource/20100815,stub|7z|bz2
20100815,mlwiktionary,mlwiktionary/20100815,stub|7z|bz2
20100812,mnwiki,mnwiki/20100812,stub|7z|bz2
20101102,mnwikibooks,mnwikibooks/20101102,stub|7z|bz2
20101102,mnwiktionary,mnwiktionary/20101102,stub|7z|bz2
20101102,mowiki,mowiki/20101102,stub|7z|bz2,locked
20100813,mowiktionary,mowiktionary/20100813,stub|7z|bz2
20110111,mrjwiki,mrjwiki/20110111,stub|7z|bz2
20101102,mrwiki,mrwiki/20101102,stub|7z|bz2
20100813,mrwikibooks,mrwikibooks/20100813,stub|7z|bz2
20100813,mrwikiquote,mrwikiquote/20100813,stub|7z|bz2
20100816,mrwiktionary,mrwiktionary/20100816,stub|7z|bz2
20100815,mswiki,mswiki/20100815,stub|7z|bz2
20100813,mswikibooks,mswikibooks/20100813,stub|7z|bz2
20100812,mswiktionary,mswiktionary/20100812,stub|7z|bz2
20100813,mtwiki,mtwiki/20100813,stub|7z|bz2
20100813,mtwiktionary,mtwiktionary/20100813,stub|7z|bz2
20100813,muswiki,muswiki/20100813,stub|7z|bz2,locked
20100815,mwlwiki,mwlwiki/20100815,stub|7z|bz2
20110111,myvwiki,myvwiki/20110111,stub|7z|bz2
